pdes,full_name,neo,pha,H,diameter,albedo,e,a,q,i,om,w,moid,class
2020 FR3,       (2020 FR3),Y,Y,20.70,,,0.6475,1.973,0.696,8.87,174.62,261.66,0.0107,APO
2020 FS3,       (2020 FS3),Y,N,23.70,,,0.6912,3.043,0.940,17.43,1.07,226.20,0.0522,APO
2020 FT3,       (2020 FT3),Y,N,23.10,,,0.3675,1.438,0.909,1.57,136.23,124.41,0.00165,APO
2020 FV3,       (2020 FV3),Y,N,27.70,,,0.1512,1.025,0.870,9.06,180.63,99.66,0.0187,APO
2020 FW3,       (2020 FW3),Y,N,21.07,,,0.4752,2.184,1.146,10.05,196.78,63.54,0.203,AMO
2020 FX3,       (2020 FX3),Y,N,24.11,,,0.5081,1.851,0.911,4.53,2.87,242.97,0.026,APO
2020 FB4,       (2020 FB4),Y,N,26.80,,,0.1497,1.202,1.022,10.72,8.89,199.22,0.0302,AMO
2020 FC4,       (2020 FC4),Y,N,23.06,,,0.6025,2.04,0.811,5.45,75.85,28.42,0.0464,APO
2020 FD4,       (2020 FD4),Y,N,23.80,,,0.7849,2.483,0.534,3.34,300.00,135.57,0.0389,APO
2020 FE4,       (2020 FE4),Y,N,24.00,,,0.4288,1.448,0.827,17.65,178.79,74.97,0.0417,APO
2020 FF4,       (2020 FF4),Y,N,27.90,,,0.0415,1.029,0.986,6.76,181.78,57.61,0.00786,APO
2020 FG4,       (2020 FG4),Y,N,26.90,,,0.4999,1.709,0.855,2.68,178.89,305.16,6.95e-05,APO
2020 FH4,       (2020 FH4),Y,N,28.40,,,0.1407,1.167,1.002,2.89,180.72,348.14,0.00899,APO
2020 FJ4,       (2020 FJ4),Y,N,29.50,,,0.6326,2.424,0.891,7.43,4.47,224.32,0.00154,APO
2020 FK4,       (2020 FK4),Y,N,27.50,,,0.2471,1.288,0.970,0.93,32.33,191.29,0.00556,APO
2020 FL4,       (2020 FL4),Y,N,26.96,,,0.2200,1.306,1.018,5.53,14.16,200.93,0.025,AMO
2020 FM4,       (2020 FM4),Y,N,23.25,,,0.4910,2.108,1.073,4.39,190.00,28.77,0.0758,AMO
2020 FN4,       (2020 FN4),Y,N,24.50,,,0.4549,1.779,0.970,5.93,7.67,132.89,0.0358,APO
2020 FO4,       (2020 FO4),Y,N,27.00,,,0.3474,1.536,1.002,4.07,182.24,335.54,0.0207,APO
2020 FV4,       (2020 FV4),Y,N,25.39,,,0.4417,0.7136,0.398,3.65,18.84,335.64,0.00899,ATE
2020 FW4,       (2020 FW4),Y,Y,21.70,,,0.6928,2.302,0.707,4.99,48.75,224.43,0.042,APO
2020 FX4,       (2020 FX4),Y,Y,21.73,,,0.5937,2.448,0.994,9.88,155.17,357.24,0.00535,APO
2020 FY4,       (2020 FY4),Y,N,24.57,,,0.2158,1.14,0.894,10.68,176.94,93.33,0.0431,APO
2020 FZ4,       (2020 FZ4),Y,N,23.48,,,0.1528,1.314,1.113,16.50,176.67,304.73,0.175,AMO
2020 FA5,       (2020 FA5),Y,Y,21.19,,,0.8007,1.914,0.381,6.56,39.31,242.20,0.00993,APO
2020 FB5,       (2020 FB5),Y,N,24.80,,,0.8431,1.602,0.251,3.10,170.18,243.58,0.0121,APO
2020 FC5,       (2020 FC5),Y,N,20.50,,,0.5426,2.823,1.291,12.36,8.61,237.89,0.34,AMO
2020 FD5,       (2020 FD5),Y,N,24.60,,,0.7401,1.577,0.410,10.64,6.46,60.19,0.0229,APO
2020 FF5,       (2020 FF5),Y,N,24.90,,,0.3841,1.692,1.042,2.55,83.42,106.39,0.0604,AMO
2020 FG5,       (2020 FG5),Y,N,25.20,,,0.5158,2.177,1.054,9.14,6.04,166.06,0.0637,AMO
2020 FH5,       (2020 FH5),Y,N,23.00,,,0.5681,1.778,0.768,22.03,171.08,105.30,0.0239,APO
2020 FJ5,       (2020 FJ5),Y,N,26.00,,,0.3920,1.612,0.980,9.17,3.84,149.02,0.0189,APO
2020 FK5,       (2020 FK5),Y,N,20.74,,,0.4702,1.918,1.016,3.46,330.98,282.86,0.0553,APO
2020 FL5,       (2020 FL5),Y,N,23.21,,,0.5847,1.57,0.652,3.25,87.18,7.19,0.0558,APO
2020 FM5,       (2020 FM5),Y,N,28.60,,,0.1893,0.9125,0.740,3.49,178.70,138.77,0.00997,ATE
2020 FN5,       (2020 FN5),Y,N,25.90,,,0.4368,1.881,1.059,1.60,40.51,157.27,0.0589,AMO
2020 FO5,       (2020 FO5),Y,Y,20.55,,,0.8900,3.276,0.360,7.41,227.18,79.53,0.0219,APO
2020 FP5,       (2020 FP5),Y,N,29.70,,,0.2928,1.275,0.902,5.35,182.62,304.38,0.00182,APO
2020 FR5,       (2020 FR5),Y,N,21.00,,,0.5502,2.21,0.994,23.21,29.36,122.56,0.14,APO
2020 FS5,       (2020 FS5),Y,N,25.00,,,0.1838,1.337,1.091,14.35,11.80,132.44,0.139,AMO
2020 FT5,       (2020 FT5),Y,N,26.00,,,0.5094,1.71,0.839,2.98,169.15,78.08,0.0174,APO
2020 FU5,       (2020 FU5),Y,N,23.50,,,0.4984,1.914,0.960,10.72,5.12,112.67,0.1,APO
2020 FV5,       (2020 FV5),Y,N,22.30,,,0.2455,1.508,1.138,12.24,14.01,251.07,0.218,AMO
2020 FW5,       (2020 FW5),Y,N,25.72,,,0.4329,1.593,0.903,16.30,185.60,53.24,0.0213,APO
2020 FZ5,       (2020 FZ5),Y,N,25.30,,,0.3675,1.396,0.883,27.20,7.69,118.67,0.0247,APO
2020 FB6,       (2020 FB6),Y,N,20.80,,,0.6031,2.254,0.895,8.55,91.34,191.48,0.0773,APO
2020 FE6,       (2020 FE6),Y,N,20.06,,,0.8013,2.211,0.439,14.06,189.32,143.32,0.149,APO
2020 FF6,       (2020 FF6),Y,N,20.67,,,0.5716,2.537,1.087,5.17,104.04,22.62,0.108,AMO
2020 FG6,       (2020 FG6),Y,N,27.10,,,0.1586,1.059,0.891,8.73,11.17,262.98,0.00904,APO
2020 FH6,       (2020 FH6),Y,N,20.14,,,0.5087,2.451,1.204,15.86,79.73,160.52,0.203,AMO
2020 FK6,       (2020 FK6),Y,N,28.10,,,0.4421,1.154,0.644,6.76,352.34,80.77,0.00127,APO
2020 FL6,       (2020 FL6),Y,N,25.30,,,0.4850,1.658,0.854,3.40,2.90,249.32,0.0131,APO
2020 FM6,       (2020 FM6),Y,Y,21.94,,,0.4939,1.364,0.690,14.98,30.42,276.14,0.00761,APO
2020 FQ6,       (2020 FQ6),Y,N,25.07,,,0.5374,2.091,0.967,6.42,189.99,43.82,0.0294,APO
2020 FR6,       (2020 FR6),Y,N,21.45,,,0.2492,1.352,1.015,21.02,199.17,98.12,0.182,APO
2020 FU6,       (2020 FU6),Y,N,22.00,,,0.6523,3.218,1.119,7.31,3.82,239.28,0.154,AMO
2020 FV6,       (2020 FV6),Y,N,22.91,,,0.7222,2.652,0.737,3.16,28.72,252.86,0.00407,APO
2020 FX6,       (2020 FX6),Y,N,22.41,,,0.1609,1.235,1.036,8.37,347.28,319.56,0.053,AMO
2020 FY6,       (2020 FY6),Y,N,25.10,,,0.0643,1.077,1.008,7.20,8.31,334.83,0.0127,APO
2020 FZ6,       (2020 FZ6),Y,Y,21.30,,,0.7490,2.308,0.579,3.21,258.42,33.53,0.0463,APO
2020 FA7,       (2020 FA7),Y,N,22.30,,,0.5251,2.146,1.019,7.92,193.26,39.61,0.0587,AMO
2020 FB7,       (2020 FB7),Y,N,26.10,,,0.2782,1.366,0.986,28.62,191.08,20.37,0.000654,APO
2020 FG15,       (2020 FG15),Y,N,23.65,,,0.1133,1.284,1.138,2.59,17.32,207.72,0.131,AMO
2020 FZ46,       (2020 FZ46),Y,N,24.00,,,0.6229,2.18,0.822,0.35,313.61,289.06,0.00125,APO
2020 GB,       (2020 GB),Y,N,25.70,,,0.3333,0.9409,0.627,6.31,192.67,122.22,0.00505,ATE
2020 GC,       (2020 GC),Y,N,26.50,,,0.4165,1.356,0.791,14.12,192.06,76.47,0.0119,APO
2020 GD,       (2020 GD),Y,N,22.09,,,0.5794,1.412,0.594,21.38,12.14,293.97,0.0986,APO
2020 GE,       (2020 GE),Y,N,28.17,,,0.0495,0.9873,0.938,1.67,171.73,68.14,0.00125,ATE
2020 GF,       (2020 GF),Y,N,26.00,,,0.2360,0.8373,0.640,3.95,5.26,348.66,0.0168,ATE
2020 GG,       (2020 GG),Y,N,26.50,,,0.2603,1.335,0.987,5.16,8.04,222.55,0.0239,APO
2020 GH,       (2020 GH),Y,N,29.00,,,0.5785,2.098,0.884,1.11,196.44,46.24,0.000263,APO
2020 GK,       (2020 GK),Y,N,26.80,,,0.2152,1.243,0.976,5.71,8.36,147.07,0.0046,APO
2020 GL,       (2020 GL),Y,N,23.10,,,0.5234,1.823,0.869,21.06,13.73,251.60,0.0863,APO
2020 GM,       (2020 GM),Y,N,26.50,,,0.3724,1.48,0.929,9.20,16.75,220.32,0.00471,APO
2020 GN,       (2020 GN),Y,N,27.40,,,0.3001,1.323,0.926,6.07,191.44,54.81,0.012,APO
2020 GO,       (2020 GO),Y,N,28.10,,,0.3897,1.536,0.938,7.75,191.59,316.36,0.00996,APO
2020 GP,       (2020 GP),Y,N,24.50,,,0.4590,1.803,0.976,13.00,188.58,316.56,0.0509,APO
2020 GQ,       (2020 GQ),Y,N,26.40,,,0.1707,0.8985,0.745,6.14,187.69,206.73,0.0241,ATE
2020 GR,       (2020 GR),Y,N,25.60,,,0.3787,1.663,1.033,10.42,191.38,329.22,0.0642,AMO
2020 GS,       (2020 GS),Y,N,23.70,,,0.5497,2.384,1.073,8.59,32.54,206.56,0.0827,AMO
2020 GT,       (2020 GT),Y,N,25.70,,,0.4103,1.44,0.849,8.61,191.99,291.81,0.0174,APO
2020 GU,       (2020 GU),Y,N,24.80,,,0.4654,1.731,0.925,8.27,194.80,302.18,0.0398,APO
2020 GV,       (2020 GV),Y,N,26.30,,,0.4731,1.929,1.016,2.79,6.92,159.78,0.0268,APO
2020 GW,       (2020 GW),Y,N,27.30,,,0.4792,1.761,0.917,0.58,87.45,52.75,0.0026,APO
2020 GX,       (2020 GX),Y,N,24.10,,,0.4826,1.383,0.716,28.96,14.04,77.75,0.0277,APO
2020 GY,       (2020 GY),Y,N,25.30,,,0.4739,1.56,0.821,8.64,192.52,280.51,0.0396,APO
2020 GZ,       (2020 GZ),Y,N,27.00,,,0.6197,1.774,0.675,0.60,52.81,52.37,0.00494,APO
2020 GA1,       (2020 GA1),Y,N,24.80,,,0.0350,1.068,1.031,11.97,197.01,131.51,0.0428,AMO
2020 GB1,       (2020 GB1),Y,N,26.90,,,0.1777,1.047,0.861,11.46,17.05,265.92,0.000526,APO
2020 GC1,       (2020 GC1),Y,N,25.25,,,0.2641,1.155,0.850,11.87,16.08,253.79,0.000385,APO
2020 GD1,       (2020 GD1),Y,N,23.20,,,0.6039,1.758,0.696,10.23,37.21,71.59,0.0195,APO
2020 GE1,       (2020 GE1),Y,N,27.10,,,0.0844,0.9936,0.910,7.77,17.04,71.13,0.0122,ATE
2020 GF1,       (2020 GF1),Y,N,26.30,,,0.1336,1.112,0.963,9.00,19.96,224.66,0.00349,APO
2020 GG1,       (2020 GG1),Y,N,25.30,,,0.2967,1.493,1.050,8.27,10.80,218.31,0.0763,AMO
2020 GH1,       (2020 GH1),Y,N,25.62,,,0.3664,1.595,1.011,9.67,188.92,17.61,0.0222,APO
2020 GJ1,       (2020 GJ1),Y,N,26.20,,,0.2462,1.048,0.790,7.67,190.27,114.74,0.0419,APO
2020 GK1,       (2020 GK1),Y,N,25.19,,,0.6526,2.067,0.718,4.67,17.17,100.75,0.0083,APO
2020 GL1,       (2020 GL1),Y,N,26.80,,,0.4388,1.63,0.915,11.01,14.10,123.53,0.0346,APO
2020 GM1,       (2020 GM1),Y,N,23.70,,,0.7326,1.295,0.346,11.74,194.54,130.69,0.0261,APO
2020 GN1,       (2020 GN1),Y,N,27.00,,,0.2653,1.3,0.955,1.79,188.38,51.60,0.00672,APO
2020 GO1,       (2020 GO1),Y,N,27.60,,,0.3600,1.556,0.996,8.35,192.15,349.70,0.000682,APO
2020 GP1,       (2020 GP1),Y,N,23.60,,,0.6406,2.258,0.811,14.91,194.61,293.46,0.0304,APO
2020 GQ1,       (2020 GQ1),Y,N,26.80,,,0.6519,2.217,0.772,0.31,272.04,351.75,0.00462,APO
2020 GR1,       (2020 GR1),Y,N,23.70,,,0.3185,1.637,1.115,12.85,11.55,207.22,0.132,AMO
2020 GS1,       (2020 GS1),Y,N,22.20,,,0.2588,1.187,0.880,16.85,10.37,313.71,0.0523,APO
2020 GT1,       (2020 GT1),Y,N,24.90,,,0.5872,2.586,1.068,8.67,191.84,336.87,0.0855,AMO
2020 GU1,       (2020 GU1),Y,N,27.00,,,0.1948,1.103,0.888,6.58,195.09,81.38,0.0152,APO
2020 GV1,       (2020 GV1),Y,N,27.90,,,0.5590,2.221,0.979,0.86,12.61,209.06,0.00224,APO
2020 GW1,       (2020 GW1),Y,N,25.80,,,0.6095,2.267,0.885,7.77,193.73,49.85,0.00838,APO
2020 GX1,       (2020 GX1),Y,N,21.86,,,0.6136,2.148,0.830,9.00,78.25,183.91,0.12,APO
2020 GY1,       (2020 GY1),Y,N,26.60,,,0.4095,1.278,0.755,5.97,195.55,279.01,0.000154,APO
2020 GZ1,       (2020 GZ1),Y,N,26.00,,,0.8543,2.391,0.348,6.28,193.59,244.31,0.00235,APO
2020 GA2,       (2020 GA2),Y,Y,21.14,,,0.4269,1.281,0.734,42.98,22.89,93.02,0.0193,APO
2020 GB2,       (2020 GB2),Y,N,21.14,,,0.9501,2.339,0.117,15.22,33.24,13.09,0.101,APO
2020 GC2,       (2020 GC2),Y,N,21.52,,,0.3056,1.797,1.248,7.30,28.55,164.57,0.249,AMO
2020 GD2,       (2020 GD2),Y,N,20.41,,,0.6129,2.376,0.920,21.38,34.17,118.64,0.0959,APO
2020 GE2,       (2020 GE2),Y,N,20.80,,,0.7712,2.426,0.555,15.85,141.35,147.81,0.224,APO
2020 GF2,       (2020 GF2),Y,N,26.00,,,0.5639,2.229,0.972,6.64,200.72,28.98,0.00849,APO
2020 GG2,       (2020 GG2),Y,N,24.30,,,0.3887,1.671,1.021,29.82,196.14,9.79,0.0247,AMO
2020 GH2,       (2020 GH2),Y,N,26.60,,,0.3360,1.471,0.977,10.99,25.27,206.60,0.000387,APO
2020 GJ2,       (2020 GJ2),Y,N,24.80,,,0.6491,2.82,0.989,2.16,181.27,24.43,0.00704,APO
2020 GK2,       (2020 GK2),Y,N,22.50,,,0.5958,1.865,0.754,9.00,159.81,313.35,0.0572,APO
2020 GM2,       (2020 GM2),Y,N,23.60,,,0.3918,1.151,0.700,22.52,200.86,106.39,0.0604,APO
2020 GN2,       (2020 GN2),Y,N,25.60,,,0.3698,1.384,0.872,6.07,202.42,63.29,0.00749,APO
2020 GO2,       (2020 GO2),Y,N,26.30,,,0.2474,1.353,1.018,6.73,192.76,0.83,0.0184,AMO
2020 GP2,       (2020 GP2),Y,N,24.60,,,0.1663,1.243,1.036,11.92,23.80,203.21,0.0435,AMO
2020 GQ2,       (2020 GQ2),Y,N,18.36,,,0.5217,2.488,1.190,25.53,38.80,213.07,0.23,AMO
2020 GR2,       (2020 GR2),Y,N,26.50,,,0.3128,1.489,1.023,3.13,52.64,148.41,0.0296,AMO
2020 GS2,       (2020 GS2),Y,N,22.97,,,0.0664,1.181,1.103,22.95,199.45,313.23,0.123,AMO
2020 GT2,       (2020 GT2),Y,N,25.20,,,0.2048,1.141,0.908,22.23,27.07,247.96,0.0107,APO
2020 GU2,       (2020 GU2),Y,N,21.40,,,0.7116,2.103,0.606,14.59,93.72,11.67,0.237,APO
2020 GV2,       (2020 GV2),Y,N,26.70,,,0.6900,2.546,0.789,0.70,18.51,122.94,0.000953,APO
2020 GX2,       (2020 GX2),Y,N,26.50,,,0.1969,0.9105,0.731,17.14,204.95,218.99,0.0276,ATE
2020 GY2,       (2020 GY2),Y,N,23.60,,,0.6532,2.426,0.842,5.08,52.18,225.67,0.0133,APO
2020 GZ2,       (2020 GZ2),Y,N,27.90,,,0.3758,0.8068,0.504,2.55,30.65,324.71,0.000636,ATE
2020 GA3,       (2020 GA3),Y,N,25.04,,,0.5298,1.335,0.628,6.49,33.38,273.49,0.00262,APO
2020 GB3,       (2020 GB3),Y,N,26.50,,,0.2453,1.355,1.023,6.12,30.33,200.64,0.0255,AMO
2020 GC3,       (2020 GC3),Y,N,23.60,,,0.4961,2.246,1.132,10.51,200.79,27.50,0.143,AMO
2020 GD3,       (2020 GD3),Y,N,27.30,,,0.3257,1.544,1.041,6.54,29.01,178.86,0.0365,AMO
2020 GE3,       (2020 GE3),Y,N,26.11,,,0.2345,0.9024,0.691,1.46,171.99,189.16,0.0179,ATE
2020 GF3,       (2020 GF3),Y,N,19.80,,,0.5488,2.405,1.085,33.97,42.57,226.04,0.185,AMO
2020 GK3,       (2020 GK3),Y,N,22.73,,,0.4609,2.349,1.266,2.05,29.67,147.07,0.272,AMO
2020 HA,       (2020 HA),Y,N,25.70,,,0.6458,2.669,0.945,5.27,195.66,48.85,0.0251,APO
2020 HB,       (2020 HB),Y,N,25.20,,,0.5869,2.04,0.843,0.95,256.87,9.44,0.012,APO
2020 HD,       (2020 HD),Y,N,24.50,,,0.5348,2.358,1.097,4.25,355.93,222.22,0.104,AMO
2020 HE,       (2020 HE),Y,N,23.60,,,0.9418,2.515,0.146,20.49,206.77,216.30,0.0253,APO
2020 HF,       (2020 HF),Y,N,25.20,,,0.2782,0.8818,0.637,0.31,267.67,74.10,0.00203,ATE
2020 HG,       (2020 HG),Y,N,24.30,,,0.4766,2.104,1.101,5.70,219.85,326.72,0.114,AMO
2020 HH,       (2020 HH),Y,N,19.99,,,0.6129,1.502,0.581,12.35,74.75,348.71,0.207,APO
2020 HJ,       (2020 HJ),Y,N,25.30,,,0.1205,1.159,1.019,13.79,207.58,52.56,0.0551,AMO
2020 HK,       (2020 HK),Y,N,25.06,,,0.2918,1.203,0.852,14.99,24.69,92.36,0.0578,APO
2020 HL,       (2020 HL),Y,N,25.00,,,0.4037,1.522,0.907,5.01,18.82,255.43,0.0372,APO
2020 HM,       (2020 HM),Y,N,24.30,,,0.3634,1.606,1.023,27.91,206.72,5.58,0.0201,AMO
2020 HN,       (2020 HN),Y,N,28.60,,,0.1374,1.056,0.911,0.59,217.97,264.33,0.00243,APO
2020 HO,       (2020 HO),Y,N,28.60,,,0.6770,1.848,0.597,7.08,205.20,270.16,0.000695,APO
2020 HP,       (2020 HP),Y,N,24.20,,,0.5530,2.048,0.915,2.96,50.62,202.98,0.0162,APO
2020 HR,       (2020 HR),Y,N,21.18,,,0.6941,1.64,0.502,7.97,208.08,229.29,0.0655,APO
2020 HT,       (2020 HT),Y,N,26.70,,,0.1702,0.9358,0.777,9.54,209.06,214.26,0.0444,ATE
2020 HU,       (2020 HU),Y,N,24.90,,,0.5240,2.131,1.014,3.60,214.67,306.43,0.0502,APO
2020 HV,       (2020 HV),Y,N,28.80,,,0.3311,1.425,0.953,2.81,32.59,214.71,0.00215,APO
2020 HW,       (2020 HW),Y,N,26.20,,,0.1159,1.089,0.963,26.13,205.87,71.67,0.0316,APO
2020 HX,       (2020 HX),Y,N,24.30,,,0.5949,2.648,1.073,6.41,208.80,13.11,0.0692,AMO
2020 HY,       (2020 HY),Y,N,22.91,,,0.5525,0.8988,0.402,18.27,207.13,224.51,0.0119,ATE
2020 HB1,       (2020 HB1),Y,N,27.10,,,0.5723,2.377,1.017,1.37,64.96,147.68,0.0158,APO
2020 HC1,       (2020 HC1),Y,N,23.20,,,0.5471,1.991,0.901,14.05,56.03,213.95,0.037,APO
2020 HD1,       (2020 HD1),Y,N,23.74,,,0.2872,1.572,1.121,23.03,199.03,9.85,0.122,AMO
2020 HE1,       (2020 HE1),Y,N,27.40,,,0.3604,1.439,0.921,2.74,194.81,322.56,0.00706,APO
2020 HH1,       (2020 HH1),Y,N,23.30,,,0.2308,1.076,0.828,10.87,207.53,146.65,0.111,APO
2020 HJ1,       (2020 HJ1),Y,N,24.30,,,0.5028,2.45,1.218,2.98,26.50,182.22,0.214,AMO
2020 HK1,       (2020 HK1),Y,N,23.60,,,0.4169,1.17,0.682,26.87,31.44,56.55,0.167,APO
2020 HL1,       (2020 HL1),Y,N,25.30,,,0.6136,2.449,0.946,1.42,241.88,19.73,0.00586,APO
2020 HM1,       (2020 HM1),Y,N,21.10,,,0.5989,2.851,1.143,7.34,90.64,157.53,0.137,AMO
2020 HN1,       (2020 HN1),Y,N,25.40,,,0.5711,2.6,1.115,5.77,27.48,195.92,0.111,AMO
2020 HO1,       (2020 HO1),Y,N,26.94,,,0.4233,1.759,1.014,2.16,43.09,151.26,0.0202,APO
2020 HP1,       (2020 HP1),Y,N,28.60,,,0.1329,0.9832,0.852,4.50,203.53,255.74,0.00223,ATE
2020 HQ1,       (2020 HQ1),Y,N,23.60,,,0.4474,1.533,0.847,6.15,171.19,331.11,0.0523,APO
2020 HR1,       (2020 HR1),Y,N,24.50,,,0.4512,1.946,1.068,11.48,47.67,167.74,0.0648,AMO
2020 HS1,       (2020 HS1),Y,N,25.86,,,0.0675,1.112,1.037,2.54,189.94,35.80,0.0375,AMO
2020 HT1,       (2020 HT1),Y,N,25.85,,,0.5724,2.308,0.987,3.17,22.31,222.65,0.0205,APO
2020 HU1,       (2020 HU1),Y,N,23.50,,,0.3490,0.8011,0.522,43.44,207.74,189.58,0.0682,ATE
2020 HV1,       (2020 HV1),Y,N,22.56,,,0.5129,2.099,1.022,7.93,142.57,118.11,0.0931,AMO
2020 HW1,       (2020 HW1),Y,N,19.38,,,0.7962,1.972,0.402,23.31,164.88,185.31,0.359,APO
2020 HX1,       (2020 HX1),Y,N,24.00,,,0.2698,1.178,0.860,16.88,196.93,288.61,0.0038,APO
2020 HY1,       (2020 HY1),Y,N,24.31,,,0.3304,0.8786,0.588,2.52,186.70,223.84,0.00438,ATE
2020 HB2,       (2020 HB2),Y,N,20.64,,,0.4031,1.811,1.081,34.65,208.58,94.69,0.371,AMO
2020 HC2,       (2020 HC2),Y,N,22.10,,,0.4535,2.215,1.211,1.25,104.08,117.83,0.204,AMO
2020 HD2,       (2020 HD2),Y,N,23.00,,,0.4939,2.336,1.182,7.02,82.28,129.64,0.2,AMO
2020 HE2,       (2020 HE2),Y,N,21.40,,,0.4786,1.539,0.802,12.61,175.84,134.73,0.0694,APO
2020 HF2,       (2020 HF2),Y,N,23.98,,,0.4489,2.055,1.133,7.85,53.86,153.42,0.138,AMO
2020 HG2,       (2020 HG2),Y,N,22.13,,,0.5760,1.806,0.766,43.22,40.32,80.12,0.0843,APO
2020 HH2,       (2020 HH2),Y,N,23.32,,,0.4457,2.044,1.133,9.16,86.40,115.10,0.19,AMO
2020 HJ2,       (2020 HJ2),Y,N,24.80,,,0.4999,1.975,0.988,5.49,54.23,189.38,0.0142,APO
2020 HM2,       (2020 HM2),Y,N,25.70,,,0.3070,1.508,1.045,4.59,47.65,143.53,0.0582,AMO
2020 HN2,       (2020 HN2),Y,N,25.80,,,0.4747,1.626,0.854,7.64,198.07,309.78,0.0151,APO
2020 HO2,       (2020 HO2),Y,N,24.30,,,0.1463,1.29,1.101,24.51,211.12,46.86,0.138,AMO
2020 HP2,       (2020 HP2),Y,N,22.40,,,0.6117,1.639,0.636,7.27,129.84,335.44,0.111,APO
2020 HQ2,       (2020 HQ2),Y,N,22.40,,,0.4365,2.264,1.276,3.09,107.38,132.60,0.267,AMO
2020 HT2,       (2020 HT2),Y,N,22.46,,,0.5118,2.131,1.041,8.82,52.48,214.34,0.0628,AMO
2020 HU2,       (2020 HU2),Y,N,26.59,,,0.3300,1.52,1.018,4.97,215.16,18.57,0.0191,AMO
2020 HV2,       (2020 HV2),Y,N,19.10,,,0.7359,2.821,0.745,35.81,124.35,355.51,0.238,APO
2020 HW2,       (2020 HW2),Y,N,24.89,,,0.3746,0.8138,0.509,3.28,91.49,271.32,0.0444,ATE
2020 HX2,       (2020 HX2),Y,N,22.11,,,0.3130,0.8693,0.597,9.26,98.42,266.29,0.0857,ATE
2020 HY2,       (2020 HY2),Y,N,24.96,,,0.9462,2.314,0.124,11.39,205.90,218.62,0.00663,APO
2020 HB3,       (2020 HB3),Y,N,25.12,,,0.4067,1.511,0.897,11.25,43.71,230.72,0.0029,APO
2020 HE3,       (2020 HE3),Y,N,23.00,,,0.0618,1.233,1.157,27.21,34.10,145.83,0.162,AMO
2020 HF3,       (2020 HF3),Y,N,24.40,,,0.5539,2.431,1.084,2.51,199.62,37.64,0.0783,AMO
2020 HG3,       (2020 HG3),Y,N,26.08,,,0.5220,2.008,0.960,8.35,31.06,224.48,0.0291,APO
2020 HH3,       (2020 HH3),Y,N,23.80,,,0.5201,2.411,1.157,12.42,60.41,165.11,0.153,AMO
2020 HJ3,       (2020 HJ3),Y,N,22.60,,,0.4621,1.938,1.042,14.02,199.47,340.48,0.057,AMO
2020 HK3,       (2020 HK3),Y,N,24.20,,,0.6586,1.569,0.536,21.83,41.05,279.47,0.00476,APO
2020 HL3,       (2020 HL3),Y,N,24.10,,,0.5574,2.352,1.041,2.30,256.10,289.59,0.0569,AMO
2020 HM3,       (2020 HM3),Y,N,24.80,,,0.1972,1.043,0.837,28.98,208.52,111.52,0.0583,APO
2020 HN3,       (2020 HN3),Y,N,29.40,,,0.1152,1.02,0.902,2.92,29.36,277.30,0.00155,APO
2020 HO3,       (2020 HO3),Y,N,26.00,,,0.2952,1.257,0.886,10.02,27.56,259.03,0.0426,APO
2020 HP3,       (2020 HP3),Y,N,22.30,,,0.4056,1.906,1.133,3.11,184.97,85.18,0.13,AMO
2020 HQ3,       (2020 HQ3),Y,N,25.36,,,0.3232,0.9874,0.668,3.64,212.57,123.57,0.0122,ATE
2020 HR3,       (2020 HR3),Y,N,24.04,,,0.3411,1.09,0.718,8.29,47.24,279.39,0.00406,APO
2020 HS3,       (2020 HS3),Y,N,27.91,,,0.5229,1.957,0.934,4.10,204.60,327.55,0.00575,APO
2020 HT3,       (2020 HT3),Y,N,25.30,,,0.1397,1.035,0.890,5.47,202.83,280.21,0.00768,APO
2020 HU3,       (2020 HU3),Y,N,26.00,,,0.2978,1.428,1.003,24.12,211.00,342.74,0.00841,APO
2020 HW3,       (2020 HW3),Y,N,22.10,,,0.5460,1.155,0.524,45.73,213.89,114.82,0.0337,APO
2020 HX3,       (2020 HX3),Y,N,27.20,,,0.4718,1.064,0.562,0.63,29.58,297.44,0.0011,APO
2020 HY3,       (2020 HY3),Y,N,23.10,,,0.4251,1.094,0.629,16.84,33.50,61.44,0.0615,APO
2020 HD4,       (2020 HD4),Y,N,24.80,,,0.5121,2.267,1.106,5.34,218.20,17.01,0.0989,AMO
2020 HE4,       (2020 HE4),Y,N,23.75,,,0.1622,1.293,1.083,14.55,212.64,66.58,0.152,AMO
2020 HF4,       (2020 HF4),Y,N,27.40,,,0.0243,1.018,0.993,4.83,38.79,31.25,0.00348,APO
2020 HG4,       (2020 HG4),Y,N,26.20,,,0.3710,1.683,1.059,12.38,207.36,10.13,0.0574,AMO
2020 HH4,       (2020 HH4),Y,N,22.20,,,0.4774,2.023,1.057,29.34,44.44,222.38,0.131,AMO
2020 HJ4,       (2020 HJ4),Y,Y,20.15,,,0.5766,2.07,0.876,1.22,105.20,233.26,0.000699,APO
2020 HK4,       (2020 HK4),Y,N,20.24,,,0.5588,2.844,1.255,8.57,187.74,105.56,0.288,AMO
2020 HL4,       (2020 HL4),Y,N,24.60,,,0.3927,0.7958,0.483,6.39,46.73,2.10,0.0558,ATE
2020 HM4,       (2020 HM4),Y,N,24.50,,,0.6898,2.241,0.695,2.31,226.06,74.70,0.0011,APO
